batch_id,test_date,drug_id,drug_name,supplier_id,supplier_name,purity_pct,contamination_ppm,dissolution_min,moisture_pct,sterility_pass,overall_pass,quality_trend
BAT01086,2021-12-01,DRG002,Amlodipine Besylate,SUP010,Novartis API GmbH,97.16,1.24,35.7,1.42,True,True,stable
BAT01574,2021-12-02,DRG016,Escitalopram Oxalate,SUP017,Thermo Fisher Pharma,98.06,1.46,32.1,1.56,True,True,stable
BAT00152,2021-12-02,DRG001,Lisinopril,SUP002,Cipla Chemical Works,89.59,4.62,33.2,1.47,True,False,stable
BAT00696,2021-12-02,DRG006,Ibuprofen,SUP006,Zhejiang Pharma Chemical,82.39,8.59,36.6,1.87,True,False,stable
BAT00153,2021-12-03,DRG001,Lisinopril,SUP002,Cipla Chemical Works,90.4,5.13,35.3,2.13,True,False,stable
BAT00425,2021-12-03,DRG004,Metformin HCl,SUP004,Laurus Labs Synthesis,83.53,7.87,38.0,2.07,True,False,declining
BAT01593,2021-12-03,DRG017,Oseltamivir Phosphate,SUP017,Thermo Fisher Pharma,95.67,1.68,34.1,0.78,True,True,stable
BAT00322,2021-12-04,DRG009,Azithromycin,SUP003,Dr Reddy's API Division,90.61,4.32,25.8,1.79,True,False,stable
BAT01846,2021-12-04,DRG015,Sertraline HCl,SUP024,Fermion Oy Finland,94.52,2.87,27.9,2.17,True,False,stable
BAT01716,2021-12-04,DRG018,Cetirizine HCl,SUP020,Teva API Israel,94.7,3.81,32.9,1.71,True,False,stable
BAT01375,2021-12-04,DRG002,Amlodipine Besylate,SUP015,Polpharma API Poland,90.59,4.35,31.0,1.36,True,False,stable
BAT01266,2021-12-04,DRG016,Escitalopram Oxalate,SUP012,Siegfried AG Pharma,95.07,2.73,37.4,1.68,True,True,stable
BAT00887,2021-12-05,DRG004,Metformin HCl,SUP008,CSPC Pharma Intermediates,84.18,7.99,36.3,1.82,True,False,stable
BAT00360,2021-12-07,DRG013,Omeprazole,SUP003,Dr Reddy's API Division,92.06,4.51,34.3,1.66,False,False,stable
BAT01016,2021-12-07,DRG004,Metformin HCl,SUP009,Shandong Xinhua API,81.58,9.25,41.2,2.12,True,False,stable
BAT00342,2021-12-08,DRG011,Salbutamol Sulfate,SUP003,Dr Reddy's API Division,92.07,4.49,26.5,1.44,True,False,stable
BAT00343,2021-12-08,DRG011,Salbutamol Sulfate,SUP003,Dr Reddy's API Division,91.94,4.35,39.7,1.24,True,False,stable
BAT00231,2021-12-09,DRG012,Montelukast Sodium,SUP002,Cipla Chemical Works,89.83,4.48,36.4,2.02,True,False,stable
BAT01728,2021-12-09,DRG006,Ibuprofen,SUP021,Aspen Pharmacare API,86.87,6.79,30.8,1.94,True,False,stable
BAT01017,2021-12-11,DRG004,Metformin HCl,SUP009,Shandong Xinhua API,82.38,9.54,35.0,1.88,True,False,stable
BAT01933,2021-12-11,DRG008,Amoxicillin Trihydrate,SUP025,Lupin API Division,88.59,5.36,36.1,1.78,True,False,stable
BAT00344,2021-12-11,DRG011,Salbutamol Sulfate,SUP003,Dr Reddy's API Division,90.03,4.25,34.6,1.63,True,False,stable
BAT01497,2021-12-13,DRG011,Salbutamol Sulfate,SUP016,Pfizer CentreOne API,98.65,0.7,27.2,1.66,True,True,stable
BAT00861,2021-12-15,DRG014,Pantoprazole Sodium,SUP007,Huahai Pharmaceutical API,80.0,11.14,43.1,1.67,True,False,declining
BAT01657,2021-12-15,DRG005,Glimepiride,SUP020,Teva API Israel,92.56,3.6,33.0,1.61,True,False,stable
BAT00598,2021-12-16,DRG015,Sertraline HCl,SUP005,Divi's Laboratories API,92.43,3.22,35.0,1.58,True,False,stable
BAT00306,2021-12-19,DRG005,Glimepiride,SUP003,Dr Reddy's API Division,91.22,4.59,38.1,2.25,True,False,stable
BAT01891,2021-12-19,DRG004,Metformin HCl,SUP025,Lupin API Division,89.04,4.92,27.0,1.55,True,False,stable
BAT01100,2021-12-20,DRG003,Atorvastatin Calcium,SUP010,Novartis API GmbH,98.41,1.64,31.2,1.39,True,True,stable
BAT00926,2021-12-20,DRG007,Acetaminophen (Paracetamol),SUP008,CSPC Pharma Intermediates,84.89,8.14,34.2,1.91,True,False,stable
BAT01729,2021-12-21,DRG006,Ibuprofen,SUP021,Aspen Pharmacare API,86.98,6.31,31.3,1.4,True,False,stable
BAT00361,2021-12-22,DRG013,Omeprazole,SUP003,Dr Reddy's API Division,91.36,4.44,30.5,1.46,True,False,stable
BAT00790,2021-12-23,DRG018,Cetirizine HCl,SUP006,Zhejiang Pharma Chemical,83.24,8.69,36.7,2.1,True,False,stable
BAT00362,2021-12-23,DRG013,Omeprazole,SUP003,Dr Reddy's API Division,90.85,5.0,34.1,1.77,True,False,stable
BAT01362,2021-12-23,DRG001,Lisinopril,SUP015,Polpharma API Poland,90.61,4.57,30.9,1.61,True,False,stable
BAT00092,2021-12-23,DRG010,Ciprofloxacin HCl,SUP001,Aurobindo API Ltd,86.97,6.24,33.1,2.01,True,False,stable
BAT01892,2021-12-24,DRG004,Metformin HCl,SUP025,Lupin API Division,89.23,5.4,40.8,1.27,True,False,stable
BAT00825,2021-12-24,DRG006,Ibuprofen,SUP007,Huahai Pharmaceutical API,80.0,10.81,41.9,2.5,True,False,declining
BAT00808,2021-12-24,DRG004,Metformin HCl,SUP007,Huahai Pharmaceutical API,80.0,11.04,38.9,2.51,True,False,declining
BAT00809,2021-12-25,DRG004,Metformin HCl,SUP007,Huahai Pharmaceutical API,80.0,11.19,41.6,2.77,True,False,declining
BAT00556,2021-12-26,DRG011,Salbutamol Sulfate,SUP005,Divi's Laboratories API,91.39,2.97,27.3,1.95,True,False,stable
BAT01052,2021-12-26,DRG007,Acetaminophen (Paracetamol),SUP009,Shandong Xinhua API,80.45,9.46,37.9,2.46,True,False,stable
BAT01389,2021-12-26,DRG004,Metformin HCl,SUP015,Polpharma API Poland,90.24,4.57,42.2,1.55,True,False,stable
BAT01414,2021-12-27,DRG006,Ibuprofen,SUP015,Polpharma API Poland,92.17,4.31,35.1,1.37,True,False,stable
BAT01255,2021-12-28,DRG011,Salbutamol Sulfate,SUP012,Siegfried AG Pharma,94.87,2.55,27.2,1.47,True,False,stable
BAT00772,2021-12-28,DRG013,Omeprazole,SUP006,Zhejiang Pharma Chemical,83.16,8.79,39.1,1.65,True,False,stable
BAT01415,2021-12-30,DRG006,Ibuprofen,SUP015,Polpharma API Poland,91.51,3.56,33.5,1.95,True,False,stable
BAT00491,2021-12-31,DRG018,Cetirizine HCl,SUP004,Laurus Labs Synthesis,83.31,7.52,42.3,2.65,True,False,declining
BAT00044,2021-12-31,DRG004,Metformin HCl,SUP001,Aurobindo API Ltd,88.31,5.85,28.8,1.38,True,False,stable
BAT00509,2022-01-01,DRG002,Amlodipine Besylate,SUP005,Divi's Laboratories API,93.49,3.64,31.8,1.86,True,False,stable
BAT00508,2022-01-01,DRG002,Amlodipine Besylate,SUP005,Divi's Laboratories API,94.03,3.67,33.8,1.38,True,False,stable
BAT01498,2022-01-01,DRG011,Salbutamol Sulfate,SUP016,Pfizer CentreOne API,96.38,0.88,32.4,1.69,True,True,stable
BAT00557,2022-01-02,DRG011,Salbutamol Sulfate,SUP005,Divi's Laboratories API,92.7,3.72,37.8,1.57,True,False,stable
BAT01416,2022-01-03,DRG006,Ibuprofen,SUP015,Polpharma API Poland,91.92,4.33,29.9,1.62,True,False,stable
BAT01314,2022-01-03,DRG005,Glimepiride,SUP014,Euroapi France,95.55,2.63,36.8,2.09,True,True,stable
BAT00972,2022-01-03,DRG013,Omeprazole,SUP008,CSPC Pharma Intermediates,84.09,8.43,33.5,1.78,True,False,stable
BAT01695,2022-01-03,DRG013,Omeprazole,SUP020,Teva API Israel,93.66,3.6,30.9,1.76,True,False,stable
BAT01278,2022-01-04,DRG012,Montelukast Sodium,SUP013,Lonza Pharma Ingredients,97.66,0.96,34.0,0.91,True,True,stable
BAT00716,2022-01-04,DRG007,Acetaminophen (Paracetamol),SUP006,Zhejiang Pharma Chemical,82.3,8.57,38.6,1.43,True,False,stable
BAT01816,2022-01-04,DRG012,Montelukast Sodium,SUP023,Mylan API Japan,96.32,1.82,34.5,1.52,True,True,stable
BAT01346,2022-01-05,DRG013,Omeprazole,SUP014,Euroapi France,92.84,2.49,30.1,1.22,True,False,stable
BAT01893,2022-01-05,DRG004,Metformin HCl,SUP025,Lupin API Division,90.37,5.69,30.2,1.96,True,False,stable
BAT00955,2022-01-05,DRG008,Amoxicillin Trihydrate,SUP008,CSPC Pharma Intermediates,83.2,7.85,33.6,1.45,True,False,stable
BAT01279,2022-01-05,DRG012,Montelukast Sodium,SUP013,Lonza Pharma Ingredients,98.36,1.13,30.3,1.5,True,True,stable
BAT00057,2022-01-07,DRG006,Ibuprofen,SUP001,Aurobindo API Ltd,87.5,6.72,31.4,1.62,True,False,stable
BAT00363,2022-01-08,DRG013,Omeprazole,SUP003,Dr Reddy's API Division,90.74,4.58,31.0,1.61,True,False,stable
BAT00410,2022-01-09,DRG001,Lisinopril,SUP004,Laurus Labs Synthesis,83.69,8.7,36.6,2.46,True,False,declining
BAT00290,2022-01-09,DRG002,Amlodipine Besylate,SUP003,Dr Reddy's API Division,90.92,4.27,34.2,1.18,True,False,stable
BAT00289,2022-01-09,DRG002,Amlodipine Besylate,SUP003,Dr Reddy's API Division,90.95,4.42,30.7,1.62,False,False,stable
BAT01676,2022-01-10,DRG009,Azithromycin,SUP020,Teva API Israel,93.53,3.74,30.6,1.31,True,False,stable
BAT01315,2022-01-11,DRG005,Glimepiride,SUP014,Euroapi France,94.36,3.14,37.9,1.29,True,False,stable
BAT00411,2022-01-12,DRG001,Lisinopril,SUP004,Laurus Labs Synthesis,84.39,8.67,38.4,2.25,True,False,declining
BAT00956,2022-01-12,DRG008,Amoxicillin Trihydrate,SUP008,CSPC Pharma Intermediates,83.65,7.69,44.1,1.4,True,False,stable
BAT00751,2022-01-13,DRG010,Ciprofloxacin HCl,SUP006,Zhejiang Pharma Chemical,82.41,8.65,34.4,1.27,True,False,stable
BAT00773,2022-01-14,DRG013,Omeprazole,SUP006,Zhejiang Pharma Chemical,83.58,8.31,36.3,2.23,True,False,stable
BAT00539,2022-01-14,DRG009,Azithromycin,SUP005,Divi's Laboratories API,91.76,3.6,33.2,1.99,True,False,stable
BAT01865,2022-01-16,DRG001,Lisinopril,SUP025,Lupin API Division,90.26,5.9,33.4,1.54,True,False,stable
BAT00913,2022-01-17,DRG006,Ibuprofen,SUP008,CSPC Pharma Intermediates,82.7,8.36,34.0,2.28,True,False,stable
BAT01256,2022-01-18,DRG011,Salbutamol Sulfate,SUP012,Siegfried AG Pharma,96.15,2.57,31.5,1.6,True,True,stable
BAT01696,2022-01-18,DRG013,Omeprazole,SUP020,Teva API Israel,93.32,3.24,31.0,1.85,True,False,stable
BAT01298,2022-01-19,DRG017,Oseltamivir Phosphate,SUP013,Lonza Pharma Ingredients,99.16,0.75,33.9,1.26,True,True,stable
BAT01101,2022-01-19,DRG003,Atorvastatin Calcium,SUP010,Novartis API GmbH,98.04,0.68,23.9,1.47,True,True,stable
BAT01120,2022-01-19,DRG005,Glimepiride,SUP010,Novartis API GmbH,98.11,1.13,30.6,1.72,True,True,stable
BAT00078,2022-01-20,DRG008,Amoxicillin Trihydrate,SUP001,Aurobindo API Ltd,87.75,5.81,32.7,1.48,True,False,stable
BAT00077,2022-01-20,DRG008,Amoxicillin Trihydrate,SUP001,Aurobindo API Ltd,88.55,5.89,33.3,1.52,True,False,stable
BAT01484,2022-01-20,DRG003,Atorvastatin Calcium,SUP016,Pfizer CentreOne API,98.45,1.12,29.9,1.12,True,True,stable
BAT01594,2022-01-21,DRG017,Oseltamivir Phosphate,SUP017,Thermo Fisher Pharma,96.69,1.86,34.0,1.71,True,True,stable
BAT00697,2022-01-21,DRG006,Ibuprofen,SUP006,Zhejiang Pharma Chemical,81.52,8.16,39.8,1.62,True,False,stable
BAT01417,2022-01-22,DRG006,Ibuprofen,SUP015,Polpharma API Poland,91.23,4.51,37.0,1.66,True,False,stable
BAT00345,2022-01-22,DRG011,Salbutamol Sulfate,SUP003,Dr Reddy's API Division,92.47,3.95,33.0,1.81,True,False,stable
BAT01499,2022-01-22,DRG011,Salbutamol Sulfate,SUP016,Pfizer CentreOne API,97.73,0.45,29.6,1.6,True,True,stable
BAT00774,2022-01-22,DRG013,Omeprazole,SUP006,Zhejiang Pharma Chemical,83.55,8.71,37.9,2.11,True,False,stable
BAT01743,2022-01-22,DRG008,Amoxicillin Trihydrate,SUP021,Aspen Pharmacare API,87.46,6.39,37.8,1.5,True,False,stable
BAT00810,2022-01-23,DRG004,Metformin HCl,SUP007,Huahai Pharmaceutical API,80.0,11.03,38.2,2.31,True,False,declining
BAT00389,2022-01-23,DRG015,Sertraline HCl,SUP003,Dr Reddy's API Division,91.88,4.04,37.8,1.06,True,False,stable
BAT01238,2022-01-23,DRG007,Acetaminophen (Paracetamol),SUP011,BASF Pharma Solutions,97.2,2.04,41.6,1.43,True,True,stable
BAT01958,2022-01-25,DRG018,Cetirizine HCl,SUP025,Lupin API Division,89.52,5.62,29.7,1.72,True,False,stable
BAT01575,2022-01-25,DRG016,Escitalopram Oxalate,SUP017,Thermo Fisher Pharma,96.73,1.21,32.9,1.12,True,True,stable
BAT01053,2022-01-25,DRG007,Acetaminophen (Paracetamol),SUP009,Shandong Xinhua API,80.64,9.41,36.5,1.33,True,False,stable
BAT00200,2022-01-25,DRG008,Amoxicillin Trihydrate,SUP002,Cipla Chemical Works,89.56,5.02,36.1,1.86,True,False,stable
BAT01121,2022-01-28,DRG005,Glimepiride,SUP010,Novartis API GmbH,97.17,2.01,35.1,1.47,True,True,stable
BAT01470,2022-01-28,DRG018,Cetirizine HCl,SUP015,Polpharma API Poland,90.77,4.62,29.1,2.08,True,False,stable
BAT00253,2022-01-28,DRG014,Pantoprazole Sodium,SUP002,Cipla Chemical Works,89.93,5.53,29.6,1.64,True,False,stable
BAT00791,2022-01-29,DRG018,Cetirizine HCl,SUP006,Zhejiang Pharma Chemical,82.81,8.8,36.3,2.32,True,False,stable
BAT01518,2022-01-29,DRG015,Sertraline HCl,SUP016,Pfizer CentreOne API,98.97,1.27,31.2,1.23,True,True,stable
BAT00635,2022-01-30,DRG017,Oseltamivir Phosphate,SUP005,Divi's Laboratories API,93.3,3.16,35.0,1.24,True,False,stable
BAT00346,2022-01-30,DRG011,Salbutamol Sulfate,SUP003,Dr Reddy's API Division,90.82,5.27,33.7,1.46,True,False,stable
BAT01455,2022-01-30,DRG014,Pantoprazole Sodium,SUP015,Polpharma API Poland,91.88,4.69,29.4,1.6,True,False,stable
BAT01500,2022-01-31,DRG011,Salbutamol Sulfate,SUP016,Pfizer CentreOne API,97.72,1.36,28.4,1.61,True,True,stable
BAT01501,2022-02-01,DRG011,Salbutamol Sulfate,SUP016,Pfizer CentreOne API,99.08,0.56,32.1,1.47,True,True,stable
BAT01328,2022-02-01,DRG008,Amoxicillin Trihydrate,SUP014,Euroapi France,94.23,2.87,29.7,2.1,True,False,stable
BAT01658,2022-02-02,DRG005,Glimepiride,SUP020,Teva API Israel,94.06,2.93,35.8,1.24,True,False,stable
BAT01744,2022-02-03,DRG008,Amoxicillin Trihydrate,SUP021,Aspen Pharmacare API,86.38,6.73,29.9,1.53,True,False,stable
BAT00307,2022-02-04,DRG005,Glimepiride,SUP003,Dr Reddy's API Division,92.32,4.18,33.6,1.88,True,False,stable
BAT00888,2022-02-04,DRG004,Metformin HCl,SUP008,CSPC Pharma Intermediates,82.01,8.48,38.7,2.04,True,False,stable
BAT01847,2022-02-04,DRG015,Sertraline HCl,SUP024,Fermion Oy Finland,94.58,2.66,37.5,1.49,True,False,stable
BAT01697,2022-02-04,DRG013,Omeprazole,SUP020,Teva API Israel,92.67,3.25,37.0,1.63,True,False,stable
BAT00254,2022-02-05,DRG014,Pantoprazole Sodium,SUP002,Cipla Chemical Works,90.36,5.34,32.1,1.36,True,False,stable
BAT01239,2022-02-05,DRG007,Acetaminophen (Paracetamol),SUP011,BASF Pharma Solutions,96.57,1.94,35.3,1.37,True,True,stable
BAT00991,2022-02-07,DRG018,Cetirizine HCl,SUP008,CSPC Pharma Intermediates,83.85,8.31,30.3,1.5,True,False,stable
BAT00826,2022-02-07,DRG006,Ibuprofen,SUP007,Huahai Pharmaceutical API,80.0,11.32,49.1,2.45,True,False,declining
BAT01866,2022-02-07,DRG001,Lisinopril,SUP025,Lupin API Division,87.85,5.27,32.2,1.34,True,False,stable
BAT00222,2022-02-07,DRG009,Azithromycin,SUP002,Cipla Chemical Works,89.85,5.29,31.6,2.25,True,False,stable
BAT01168,2022-02-07,DRG011,Salbutamol Sulfate,SUP010,Novartis API GmbH,96.98,1.09,33.7,1.93,True,True,stable
BAT00614,2022-02-08,DRG016,Escitalopram Oxalate,SUP005,Divi's Laboratories API,92.78,2.89,31.6,2.01,True,False,stable
BAT00775,2022-02-09,DRG013,Omeprazole,SUP006,Zhejiang Pharma Chemical,81.28,8.77,38.4,0.93,True,False,stable
BAT00114,2022-02-10,DRG013,Omeprazole,SUP001,Aurobindo API Ltd,87.36,6.1,35.2,1.33,True,False,stable
BAT00232,2022-02-10,DRG012,Montelukast Sodium,SUP002,Cipla Chemical Works,88.4,5.07,27.7,1.85,True,False,stable
BAT00792,2022-02-10,DRG018,Cetirizine HCl,SUP006,Zhejiang Pharma Chemical,82.55,8.07,38.7,1.84,True,False,stable
BAT00615,2022-02-11,DRG016,Escitalopram Oxalate,SUP005,Divi's Laboratories API,91.97,3.1,34.8,1.63,True,False,stable
BAT00323,2022-02-11,DRG009,Azithromycin,SUP003,Dr Reddy's API Division,90.4,4.19,30.4,1.03,True,False,stable
BAT01122,2022-02-11,DRG005,Glimepiride,SUP010,Novartis API GmbH,96.0,1.61,32.5,0.58,True,True,stable
BAT01765,2022-02-12,DRG014,Pantoprazole Sodium,SUP021,Aspen Pharmacare API,86.96,6.75,33.8,2.0,True,False,stable
BAT00558,2022-02-12,DRG011,Salbutamol Sulfate,SUP005,Divi's Laboratories API,93.04,3.27,30.7,1.8,True,False,stable
BAT00574,2022-02-12,DRG012,Montelukast Sodium,SUP005,Divi's Laboratories API,93.46,3.83,28.1,2.02,True,False,stable
BAT00459,2022-02-12,DRG010,Ciprofloxacin HCl,SUP004,Laurus Labs Synthesis,83.19,8.49,34.1,2.26,True,False,declining
BAT01363,2022-02-12,DRG001,Lisinopril,SUP015,Polpharma API Poland,91.96,4.24,36.3,1.82,True,False,stable
BAT01867,2022-02-12,DRG001,Lisinopril,SUP025,Lupin API Division,87.96,5.48,35.7,1.83,True,False,stable
BAT01140,2022-02-13,DRG009,Azithromycin,SUP010,Novartis API GmbH,97.8,0.95,35.3,1.05,True,True,stable
BAT00889,2022-02-13,DRG004,Metformin HCl,SUP008,CSPC Pharma Intermediates,84.55,8.38,39.0,1.95,True,False,stable
BAT01438,2022-02-13,DRG010,Ciprofloxacin HCl,SUP015,Polpharma API Poland,90.43,4.15,35.8,1.49,True,False,stable
BAT01329,2022-02-14,DRG008,Amoxicillin Trihydrate,SUP014,Euroapi France,94.38,2.81,30.1,1.68,True,False,stable
BAT00734,2022-02-14,DRG008,Amoxicillin Trihydrate,SUP006,Zhejiang Pharma Chemical,82.9,8.91,36.0,1.75,True,False,stable
BAT00134,2022-02-14,DRG018,Cetirizine HCl,SUP001,Aurobindo API Ltd,86.72,6.28,36.3,1.6,True,False,stable
BAT00025,2022-02-16,DRG002,Amlodipine Besylate,SUP001,Aurobindo API Ltd,88.54,5.43,32.0,2.05,True,False,stable
BAT00026,2022-02-17,DRG002,Amlodipine Besylate,SUP001,Aurobindo API Ltd,86.58,6.56,31.8,2.09,True,False,stable
BAT01698,2022-02-17,DRG013,Omeprazole,SUP020,Teva API Israel,92.88,3.1,31.7,1.63,True,False,stable
BAT00390,2022-02-19,DRG015,Sertraline HCl,SUP003,Dr Reddy's API Division,91.9,4.58,33.4,2.02,True,False,stable
BAT01868,2022-02-20,DRG001,Lisinopril,SUP025,Lupin API Division,89.3,5.31,35.8,2.18,True,False,stable
BAT01934,2022-02-20,DRG008,Amoxicillin Trihydrate,SUP025,Lupin API Division,87.02,5.32,38.8,1.23,True,False,stable
BAT00862,2022-02-20,DRG014,Pantoprazole Sodium,SUP007,Huahai Pharmaceutical API,80.0,11.44,43.0,2.32,True,False,declining
BAT01280,2022-02-21,DRG012,Montelukast Sodium,SUP013,Lonza Pharma Ingredients,99.68,1.81,30.8,1.24,True,True,stable
BAT01636,2022-02-21,DRG002,Amlodipine Besylate,SUP020,Teva API Israel,92.02,3.92,32.9,0.97,True,False,stable
BAT01201,2022-02-21,DRG017,Oseltamivir Phosphate,SUP010,Novartis API GmbH,96.84,1.27,29.8,1.34,True,True,stable
BAT01018,2022-02-22,DRG004,Metformin HCl,SUP009,Shandong Xinhua API,80.82,9.45,35.2,1.87,True,False,stable
BAT01190,2022-02-22,DRG015,Sertraline HCl,SUP010,Novartis API GmbH,97.22,1.58,33.4,1.65,True,True,stable
BAT00752,2022-02-22,DRG010,Ciprofloxacin HCl,SUP006,Zhejiang Pharma Chemical,81.99,8.85,44.3,1.37,True,False,stable
BAT01848,2022-02-23,DRG015,Sertraline HCl,SUP024,Fermion Oy Finland,94.88,2.31,35.9,1.76,True,False,stable
BAT00007,2022-02-23,DRG001,Lisinopril,SUP001,Aurobindo API Ltd,86.6,5.72,33.3,1.89,True,False,stable
BAT01267,2022-02-24,DRG016,Escitalopram Oxalate,SUP012,Siegfried AG Pharma,94.03,3.07,32.6,1.51,True,False,stable
BAT00636,2022-02-25,DRG017,Oseltamivir Phosphate,SUP005,Divi's Laboratories API,92.0,3.27,29.3,1.56,True,False,stable
BAT01268,2022-02-26,DRG016,Escitalopram Oxalate,SUP012,Siegfried AG Pharma,95.17,3.03,36.5,1.15,True,False,stable
BAT00291,2022-02-26,DRG002,Amlodipine Besylate,SUP003,Dr Reddy's API Division,92.41,4.09,36.2,1.74,True,False,stable
BAT01376,2022-02-27,DRG002,Amlodipine Besylate,SUP015,Polpharma API Poland,90.7,4.49,34.3,1.55,True,False,stable
BAT00575,2022-02-27,DRG012,Montelukast Sodium,SUP005,Divi's Laboratories API,92.72,3.28,34.8,1.55,True,False,stable
BAT00093,2022-02-28,DRG010,Ciprofloxacin HCl,SUP001,Aurobindo API Ltd,88.37,5.89,34.5,1.68,True,False,stable
BAT00753,2022-02-28,DRG010,Ciprofloxacin HCl,SUP006,Zhejiang Pharma Chemical,82.99,8.68,37.5,1.49,True,False,stable
BAT00324,2022-02-28,DRG009,Azithromycin,SUP003,Dr Reddy's API Division,90.16,4.51,39.6,1.39,True,False,stable
BAT01471,2022-03-01,DRG018,Cetirizine HCl,SUP015,Polpharma API Poland,91.34,4.69,31.3,1.35,True,False,stable
BAT01622,2022-03-01,DRG001,Lisinopril,SUP020,Teva API Israel,92.84,3.31,31.0,1.4,True,False,stable
BAT01519,2022-03-01,DRG015,Sertraline HCl,SUP016,Pfizer CentreOne API,97.04,0.68,28.6,1.48,False,False,stable
BAT00292,2022-03-02,DRG002,Amlodipine Besylate,SUP003,Dr Reddy's API Division,92.81,4.38,25.3,2.01,True,False,stable
BAT00233,2022-03-03,DRG012,Montelukast Sodium,SUP002,Cipla Chemical Works,89.51,5.02,31.2,2.21,True,False,stable
BAT00234,2022-03-04,DRG012,Montelukast Sodium,SUP002,Cipla Chemical Works,89.01,4.76,30.6,1.54,True,False,stable
BAT00616,2022-03-04,DRG016,Escitalopram Oxalate,SUP005,Divi's Laboratories API,91.39,4.12,34.6,1.94,True,False,stable
BAT01169,2022-03-04,DRG011,Salbutamol Sulfate,SUP010,Novartis API GmbH,96.44,1.48,33.1,1.21,True,True,stable
BAT01623,2022-03-05,DRG001,Lisinopril,SUP020,Teva API Israel,93.19,3.49,32.2,1.81,True,False,stable
BAT01347,2022-03-06,DRG013,Omeprazole,SUP014,Euroapi France,93.9,2.91,30.9,2.0,True,False,stable
BAT01914,2022-03-06,DRG006,Ibuprofen,SUP025,Lupin API Division,89.14,5.7,38.9,1.25,True,False,stable
BAT01054,2022-03-07,DRG007,Acetaminophen (Paracetamol),SUP009,Shandong Xinhua API,80.0,9.83,37.6,2.13,True,False,stable
BAT01745,2022-03-09,DRG008,Amoxicillin Trihydrate,SUP021,Aspen Pharmacare API,86.1,6.15,35.3,1.94,True,False,stable
BAT01202,2022-03-10,DRG017,Oseltamivir Phosphate,SUP010,Novartis API GmbH,96.98,1.6,31.8,1.16,True,True,stable
BAT00255,2022-03-11,DRG014,Pantoprazole Sodium,SUP002,Cipla Chemical Works,87.93,4.78,34.4,1.79,True,False,stable
BAT00637,2022-03-11,DRG017,Oseltamivir Phosphate,SUP005,Divi's Laboratories API,92.45,3.7,32.8,1.84,True,False,stable
BAT01595,2022-03-11,DRG017,Oseltamivir Phosphate,SUP017,Thermo Fisher Pharma,96.38,1.12,34.0,1.63,True,True,stable
BAT00364,2022-03-12,DRG013,Omeprazole,SUP003,Dr Reddy's API Division,90.97,4.75,37.3,0.97,True,False,stable
BAT00438,2022-03-14,DRG007,Acetaminophen (Paracetamol),SUP004,Laurus Labs Synthesis,83.28,8.71,40.1,2.11,True,False,declining
BAT00973,2022-03-14,DRG013,Omeprazole,SUP008,CSPC Pharma Intermediates,83.79,7.91,32.7,2.08,True,False,stable
BAT01316,2022-03-15,DRG005,Glimepiride,SUP014,Euroapi France,93.97,2.73,33.2,1.84,True,False,stable
BAT00460,2022-03-15,DRG010,Ciprofloxacin HCl,SUP004,Laurus Labs Synthesis,83.72,9.03,42.5,1.93,True,False,declining
BAT01520,2022-03-15,DRG015,Sertraline HCl,SUP016,Pfizer CentreOne API,99.17,0.73,35.9,1.51,True,True,stable
BAT01439,2022-03-15,DRG010,Ciprofloxacin HCl,SUP015,Polpharma API Poland,91.19,4.35,30.3,1.7,True,False,stable
BAT00325,2022-03-16,DRG009,Azithromycin,SUP003,Dr Reddy's API Division,90.32,4.6,36.8,1.41,True,False,stable
BAT01123,2022-03-16,DRG005,Glimepiride,SUP010,Novartis API GmbH,96.84,0.99,26.9,1.48,True,True,stable
BAT01141,2022-03-16,DRG009,Azithromycin,SUP010,Novartis API GmbH,97.18,0.89,33.1,1.86,True,True,stable
BAT01257,2022-03-17,DRG011,Salbutamol Sulfate,SUP012,Siegfried AG Pharma,95.63,2.57,29.0,1.31,True,True,stable
BAT01317,2022-03-17,DRG005,Glimepiride,SUP014,Euroapi France,93.87,2.64,36.4,1.48,True,False,stable
BAT00863,2022-03-18,DRG014,Pantoprazole Sodium,SUP007,Huahai Pharmaceutical API,80.0,11.4,44.5,2.29,True,False,declining
BAT01746,2022-03-20,DRG008,Amoxicillin Trihydrate,SUP021,Aspen Pharmacare API,87.14,6.5,39.1,2.06,True,False,stable
BAT00914,2022-03-20,DRG006,Ibuprofen,SUP008,CSPC Pharma Intermediates,83.35,8.34,34.0,2.25,True,False,stable
BAT00845,2022-03-21,DRG007,Acetaminophen (Paracetamol),SUP007,Huahai Pharmaceutical API,80.0,10.71,36.6,2.44,True,False,declining
